struct_name,precision,bits,memory_requirements,population_time,cardinality_time,cardinality,cardinality_squared_error
HyperLogLog,13,4,4100,75814447,3869,5408043,2274064
HyperLogLog,13,5,5468,78154056,4032,5410099,300304
HyperLogLog,13,6,6560,80442814,3929,5410099,300304
HyperLogLog,14,1,2052,68186702,9015,19269,29055140039524
HyperLogLog,14,2,4100,76818807,8006,94536,28249384450225
HyperLogLog,14,3,6560,78160590,7838,1504678,15248033146129
HyperLogLog,14,4,8196,72661741,7636,5455662,2126224321
HyperLogLog,14,5,10928,76350870,7002,5456224,2178368929
HyperLogLog,14,6,13112,76068707,7412,5456224,2178368929
HyperLogLog,15,1,4100,71802745,16694,38541,28847748420100
HyperLogLog,15,2,8196,74657339,15070,189078,27253338343729
HyperLogLog,15,3,13112,79762085,15152,2779984,6914622607489
HyperLogLog,15,4,16388,80880773,15749,5408334,1481089
HyperLogLog,15,5,21852,81138176,15182,5408480,1147041
HyperLogLog,15,6,26220,87071376,15209,5408480,1147041
HyperLogLog,16,1,8196,71817403,34408,77087,28435172311296
HyperLogLog,16,2,16388,74204461,28970,378162,25314875269321
HyperLogLog,16,3,26220,80515553,29231,4176046,1521534585025
HyperLogLog,16,4,32772,88971447,32026,5410110,312481
HyperLogLog,16,5,43696,84682972,30579,5410145,352836
HyperLogLog,16,6,52436,80335689,29414,5410145,352836
HashSet,0,0,75497520,573417585,78,5409551,0
HyperLogLog,4,1,8,107767499,406,18,39380883625561
HyperLogLog,4,2,8,93959912,278,86,39380030173201
HyperLogLog,4,3,12,96768367,330,1378,39363816335481
HyperLogLog,4,4,12,91102890,269,352845,35077095998464
HyperLogLog,4,5,16,97845226,260,4177041,4403265772816
HyperLogLog,4,6,20,106799397,510,4201327,4301932292100
HyperLogLog,5,1,8,87940871,422,36,39380657710801
HyperLogLog,5,2,12,91695611,334,178,39378875517081
HyperLogLog,5,3,20,99841354,329,2854,39345297491889
HyperLogLog,5,4,20,89922497,323,730857,30742367376400
HyperLogLog,5,5,28,101037607,298,5403596,760106729281
HyperLogLog,5,6,32,119814801,405,5413367,743164684900
HyperLogLog,6,1,12,111573848,519,74,39380180781769
HyperLogLog,6,2,20,111462318,401,363,39376553705476
HyperLogLog,6,3,32,116412395,806,5808,39308247797641
HyperLogLog,6,4,36,99198272,357,1486880,22930278142249
HyperLogLog,6,5,48,104871415,328,5737412,289470900625
HyperLogLog,6,6,56,101028247,674,5737412,289470900625
HyperLogLog,7,1,20,90254660,515,149,39379239482944
HyperLogLog,7,2,36,93763788,347,732,39371922837025
HyperLogLog,7,3,56,100037347,299,11718,39234175710961
HyperLogLog,7,4,68,92271500,322,2782666,12199449258441
HyperLogLog,7,5,92,101430133,347,5755622,270207634225
HyperLogLog,7,6,108,106456069,333,5755622,270207634225
HyperLogLog,8,1,36,89215222,1006,300,39377344368769
HyperLogLog,8,2,68,97618782,463,1471,39362649369156
HyperLogLog,8,3,108,108055177,486,23536,39086266113801
HyperLogLog,8,4,132,94227519,460,4419709,3443726409984
HyperLogLog,8,5,176,102689390,437,6029355,60556350724
HyperLogLog,8,6,212,100020858,413,6029355,60556350724
HyperLogLog,9,1,68,97883325,989,601,39373566826896
HyperLogLog,9,2,132,94768687,527,2948,39344118255121
HyperLogLog,9,3,212,95374985,562,47171,38791297366756
HyperLogLog,9,4,260,91695482,509,5495902,607674816225
HyperLogLog,9,5,348,101920539,552,6103261,29644574976
HyperLogLog,9,6,416,100751407,597,6103261,29644574976
HyperLogLog,10,1,132,90289009,998,1204,39365999738289
HyperLogLog,10,2,260,93890179,802,5902,39307069116225
HyperLogLog,10,3,416,99287542,769,94442,38204699190025
HyperLogLog,10,4,516,91972779,772,5859785,172766585104
HyperLogLog,10,5,688,102018013,765,6038460,56158098529
HyperLogLog,10,6,824,101013669,870,6038466,56155254841
HyperLogLog,11,1,260,92571943,1474,2408,39350892834841
HyperLogLog,11,2,516,93018764,1215,11811,39233010667876
HyperLogLog,11,3,824,97836318,1210,188984,37044910121209
HyperLogLog,11,4,1028,91313650,1172,6103770,29469558889
HyperLogLog,11,5,1372,100339422,1427,6151202,15434335225
HyperLogLog,11,6,1644,98089062,1200,6151202,15434335225
HyperLogLog,12,1,516,91536735,2517,4815,39320700266884
HyperLogLog,12,2,1028,91717316,2101,23629,39085103268864
HyperLogLog,12,3,1644,106834448,2203,378069,34778949327424
HyperLogLog,12,4,2052,96466358,2240,6187617,7712352400
HyperLogLog,12,5,2736,104402497,2088,6200603,5600127556
HyperLogLog,12,6,3284,103163963,2193,6200604,5599977889
HyperLogLog,13,1,1028,87391767,4575,9636,39260262171601
HyperLogLog,13,2,2052,106893945,3791,47264,38790138917929
HyperLogLog,13,3,3284,99759745,4203,756238,30461557601601
HyperLogLog,13,4,4100,94174680,3695,6276154,514089
HyperLogLog,13,5,5468,97687666,3882,6279138,13697401
HyperLogLog,13,6,6560,101975579,4086,6279138,13697401
HyperLogLog,14,1,2052,92510502,8764,19269,39139638044224
HyperLogLog,14,2,4100,92803134,7582,94536,38203537171801
HyperLogLog,14,3,6560,114552730,7905,1508157,22726958598400
HyperLogLog,14,4,8196,94730225,8017,6218936,3192363001
HyperLogLog,14,5,10928,103735598,7668,6219708,3105721441
HyperLogLog,14,6,13112,108208482,8459,6219708,3105721441
HyperLogLog,15,1,4100,88817623,17400,38541,38898871714816
HyperLogLog,15,2,8196,93271522,14611,189078,37043765876881
HyperLogLog,15,3,13112,103901615,18663,2860771,11659943891556
HyperLogLog,15,4,16388,109249675,16181,6220655,3001067524
HyperLogLog,15,5,21852,114166006,15661,6220835,2981378404
HyperLogLog,15,6,26220,128177456,15728,6220835,2981378404
HyperLogLog,16,1,8196,91539729,35252,77087,38419542722500
HyperLogLog,16,2,16388,102355413,30527,378162,34777852425625
HyperLogLog,16,3,26220,104959088,30682,4522185,3073892575504
HyperLogLog,16,4,32772,102185984,31202,6245523,894847396
HyperLogLog,16,5,43696,107340491,29972,6245573,891858496
HyperLogLog,16,6,52436,103045498,29447,6245573,891858496
HashSet,0,0,75497520,785687185,72,6275437,0
HyperLogLog,4,1,8,91878314,441,18,27772478401600
HyperLogLog,4,2,8,70862642,272,86,27771761691664
HyperLogLog,4,3,12,72648308,337,1378,27758145960000
HyperLogLog,4,4,12,70642400,326,352845,24178196939689
HyperLogLog,4,5,16,78062212,334,3183384,4353874520836
HyperLogLog,4,6,20,76240462,271,3169422,4412335509136
HyperLogLog,5,1,8,71580513,824,36,27772288683364
HyperLogLog,5,2,12,71366650,343,178,27770792040000
HyperLogLog,5,3,20,89762400,353,2854,27742595231376
HyperLogLog,5,4,20,71738972,336,730857,20603619452641
HyperLogLog,5,5,28,80906471,745,4351151,844243055929
HyperLogLog,5,6,32,75779112,248,4344836,855887720164
HyperLogLog,6,1,12,68373984,457,74,27771888169216
HyperLogLog,6,2,20,77182650,386,363,27768842248225
HyperLogLog,6,3,32,75592046,389,5808,27711485788900
HyperLogLog,6,4,36,76411525,571,1464005,14485430476729
HyperLogLog,6,5,48,88293065,354,4737661,283361388489
HyperLogLog,6,6,56,91033886,447,4737661,283361388489
HyperLogLog,7,1,20,84005267,542,149,27771097689241
HyperLogLog,7,2,36,77601599,345,732,27764953408516
HyperLogLog,7,3,56,75811861,298,11718,27649298227600
HyperLogLog,7,4,68,71106111,744,2742913,6386057514225
HyperLogLog,7,5,92,77332304,335,5331129,3739444801
HyperLogLog,7,6,108,75670318,350,5330551,3669088329
HyperLogLog,8,1,36,69467130,604,300,27769506223684
HyperLogLog,8,2,68,78029473,469,1471,27757166009049
HyperLogLog,8,3,108,79146047,482,23536,27525153659364
HyperLogLog,8,4,132,69429539,451,4272794,994375929856
HyperLogLog,8,5,176,72945302,425,5659498,151725830400
HyperLogLog,8,6,212,74645024,394,5659498,151725830400
HyperLogLog,9,1,68,65136216,680,601,27766333968129
HyperLogLog,9,2,132,67515480,479,2948,27741605020900
HyperLogLog,9,3,212,71420025,533,47171,27277712959249
HyperLogLog,9,4,260,68365093,489,5302650,1067459584
HyperLogLog,9,5,348,73968932,562,5868120,357773852164
HyperLogLog,9,6,416,72360186,548,5868120,357773852164
HyperLogLog,10,1,132,64764519,1015,1204,27759979463076
HyperLogLog,10,2,260,69754563,727,5902,27710496133776
HyperLogLog,10,3,416,74628643,756,94442,26786172887296
HyperLogLog,10,4,516,71158460,802,5320780,2580843204
HyperLogLog,10,5,688,75895588,676,5458286,35459902864
HyperLogLog,10,6,824,74072102,716,5458291,35461785969
HyperLogLog,11,1,260,65876324,1432,2408,27747293704900
HyperLogLog,11,2,516,69987730,1180,11811,27648320199889
HyperLogLog,11,3,824,75143403,1192,188984,25816500028036
HyperLogLog,11,4,1028,69257641,1158,5370034,10011203136
HyperLogLog,11,5,1372,73333192,1187,5402821,17647262649
HyperLogLog,11,6,1644,73964530,1380,5402821,17647262649
HyperLogLog,12,1,516,66914009,2413,4815,27721941416569
HyperLogLog,12,2,1028,68435407,2036,23629,27524177829801
HyperLogLog,12,3,1644,72819941,2052,378069,23930773664281
HyperLogLog,12,4,2052,70026120,2164,5350281,6448571809
HyperLogLog,12,5,2736,76522479,2090,5359823,8072124025
HyperLogLog,12,6,3284,74610771,2178,5359823,8072124025
HyperLogLog,13,1,1028,65651558,4606,9636,27671197956964
HyperLogLog,13,2,2052,68605612,3775,47264,27276741525796
HyperLogLog,13,3,3284,74726206,4056,756238,20373848787600
HyperLogLog,13,4,4100,71592200,3825,5364288,8894376100
HyperLogLog,13,5,5468,74403863,3980,5366573,9330594025
HyperLogLog,13,6,6560,73790464,3925,5366573,9330594025
HyperLogLog,14,1,2052,64083682,8591,19269,27569945002681
HyperLogLog,14,2,4100,68372437,7276,94536,26785199895364
HyperLogLog,14,3,6560,72493591,7545,1502671,14192602032249
HyperLogLog,14,4,8196,68920403,7629,5304457,1188801441
HyperLogLog,14,5,10928,73295941,7343,5304956,1223460484
HyperLogLog,14,6,13112,74216524,7405,5304956,1223460484
HyperLogLog,15,1,4100,66858230,17296,38541,27367933084969
HyperLogLog,15,2,8196,71491865,14597,189078,25815544810000
HyperLogLog,15,3,13112,74181513,15112,2769344,6253170401956
HyperLogLog,15,4,16388,69607218,13907,5280341,107391769
HyperLogLog,15,5,21852,75092615,14468,5280464,109956196
HyperLogLog,15,6,26220,74815523,14647,5280464,109956196
HyperLogLog,16,1,8196,69002215,32797,77087,26966116937881
HyperLogLog,16,2,16388,77693272,35015,378162,23929863777856
HyperLogLog,16,3,26220,98141674,39972,4109356,1347043426884
HyperLogLog,16,4,32772,92516284,35812,5273475,12229009
HyperLogLog,16,5,43696,83756574,29822,5273507,12453841
HyperLogLog,16,6,52436,85334689,30213,5273508,12460900
HashSet,0,0,75497520,749852327,72,5269978,0
HyperLogLog,4,1,8,105553618,594,18,32428708333641
HyperLogLog,4,2,8,105051810,261,86,32427933869809
HyperLogLog,4,3,12,111105921,388,1378,32413220814121
HyperLogLog,4,4,12,106237292,527,352845,28534763138436
HyperLogLog,4,5,16,117963604,386,5088931,366882181264
HyperLogLog,4,6,20,117004495,373,5088931,366882181264
HyperLogLog,5,1,8,96191546,636,36,32428503327609
HyperLogLog,5,2,12,101931574,416,178,32426886080521
HyperLogLog,5,3,20,112850380,382,2854,32396416486225
HyperLogLog,5,4,20,94118109,355,730857,24639131743524
HyperLogLog,5,5,28,92532313,365,6479637,616221860004
HyperLogLog,5,6,32,85898388,283,6493692,638485696809
HyperLogLog,6,1,12,80230425,499,74,32428070539225
HyperLogLog,6,2,20,87063100,362,363,32424779164176
HyperLogLog,6,3,32,87622122,389,5808,32362798146561
HyperLogLog,6,4,36,79511660,382,1486880,17705235802081
HyperLogLog,6,5,48,85500032,317,6380580,470515055481
HyperLogLog,6,6,56,82469742,322,6380580,470515055481
HyperLogLog,7,1,20,72299333,911,149,32427216360100
HyperLogLog,7,2,36,76437693,330,732,32420576924649
HyperLogLog,7,3,56,82778135,295,11718,32295591092241
HyperLogLog,7,4,68,76833112,343,2762647,8596577088064
HyperLogLog,7,5,92,85094349,351,5832109,18898000900
HyperLogLog,7,6,108,83225654,327,5832801,19088738244
HyperLogLog,8,1,36,74703418,707,300,32425496646921
HyperLogLog,8,2,68,78137719,397,1471,32412161876224
HyperLogLog,8,3,108,83684095,443,23536,32161409236609
HyperLogLog,8,4,132,78773702,443,4419709,1625446504900
HyperLogLog,8,5,176,81352749,378,6009535,99159490816
HyperLogLog,8,6,212,81452104,392,6009535,99159490816
HyperLogLog,9,1,68,72178251,681,601,32422068745444
HyperLogLog,9,2,132,76489234,523,2948,32395346439481
HyperLogLog,9,3,212,80943683,534,47171,31893894811024
HyperLogLog,9,4,260,88166989,577,5235300,210992316921
HyperLogLog,9,5,348,87766264,609,5767117,5253060484
HyperLogLog,9,6,416,100809942,733,5767117,5253060484
HyperLogLog,10,1,132,100388690,1297,1204,32415202099225
HyperLogLog,10,2,260,107297467,950,5902,32361728655169
HyperLogLog,10,3,416,106738661,958,94442,31362206438809
HyperLogLog,10,4,516,101777018,882,5415046,78172245649
HyperLogLog,10,5,688,109725664,928,5563933,17084058436
HyperLogLog,10,6,824,112553982,1072,5563933,17084058436
HyperLogLog,11,1,260,102406839,2092,2408,32401493757361
HyperLogLog,11,2,516,107877277,1605,11811,32294534077584
HyperLogLog,11,3,824,107074536,1761,188984,30312236979025
HyperLogLog,11,4,1028,89395199,1612,5530701,26875667844
HyperLogLog,11,5,1372,113155128,1645,5567684,16117572025
HyperLogLog,11,6,1644,118560257,1669,5567684,16117572025
HyperLogLog,12,1,516,100455385,3183,4815,32374097150976
HyperLogLog,12,2,1028,99824230,2730,23629,32160354420100
HyperLogLog,12,3,1644,107817257,2758,378069,28265916564900
HyperLogLog,12,4,2052,99595259,2766,5624699,4891603600
HyperLogLog,12,5,2736,107297865,2694,5634743,3587530816
HyperLogLog,12,6,3284,116072249,2805,5634743,3587530816
HyperLogLog,13,1,1028,96241208,6031,9636,32319259110009
HyperLogLog,13,2,2052,100555697,4971,47264,31892844390625
HyperLogLog,13,3,3284,104249260,4950,756238,24387804436801
HyperLogLog,13,4,4100,105431789,5463,5699636,24970009
HyperLogLog,13,5,5468,110813206,5197,5702156,56505289
HyperLogLog,13,6,6560,113842053,5507,5702156,56505289
HyperLogLog,14,1,2052,98425510,11529,19269,32209824636900
HyperLogLog,14,2,4100,100177748,9198,94536,31361153610609
HyperLogLog,14,3,6560,104321480,10167,1505318,17550410441041
HyperLogLog,14,4,8196,106890607,9989,5649527,2035092544
HyperLogLog,14,5,10928,103604828,8836,5650161,1978292484
HyperLogLog,14,6,13112,99267604,7954,5650161,1978292484
HyperLogLog,15,1,4100,77539343,17381,38541,31991444585604
HyperLogLog,15,2,8196,92283197,20195,189078,30311201924721
HyperLogLog,15,3,13112,98659923,15162,2810326,8319261481969
HyperLogLog,15,4,16388,79931929,15366,5663173,990109156
HyperLogLog,15,5,21852,86204735,14741,5663323,980691856
HyperLogLog,15,6,26220,85350763,14905,5663323,980691856
HyperLogLog,16,1,8196,75918708,33538,77087,31556890472704
HyperLogLog,16,2,16388,80061658,28952,378162,28264927691529
HyperLogLog,16,3,26220,87180388,29846,4294310,1960921308241
HyperLogLog,16,4,32772,82191213,30785,5675526,365306769
HyperLogLog,16,5,43696,89199284,29187,5675563,363893776
HyperLogLog,16,6,52436,87672524,29430,5675563,363893776
HashSet,0,0,75497520,654687638,76,5694639,0
HyperLogLog,4,1,8,23232227,542,18,3364726193761
HyperLogLog,4,2,8,22412147,241,86,3364476731001
HyperLogLog,4,3,12,20260480,340,1378,3359738695681
HyperLogLog,4,4,12,18979664,284,352845,2194818546064
HyperLogLog,4,5,16,20724182,297,1788683,2084287716
HyperLogLog,4,6,20,20044838,206,1788683,2084287716
HyperLogLog,5,1,8,18538469,403,36,3364660158601
HyperLogLog,5,2,12,19150865,343,178,3364139237281
HyperLogLog,5,3,20,21534086,347,2854,3354329979289
HyperLogLog,5,4,20,18825236,277,730857,1217668110400
HyperLogLog,5,5,28,20776958,305,1987777,23543833600
HyperLogLog,5,6,32,20523663,271,1987777,23543833600
HyperLogLog,6,1,12,18530710,454,74,3364520753169
HyperLogLog,6,2,20,19490663,386,363,3363460632676
HyperLogLog,6,3,32,20789512,385,5808,3343518303841
HyperLogLog,6,4,36,19084572,313,1119533,510944758416
HyperLogLog,6,5,48,20953388,292,1596608,56515077441
HyperLogLog,6,6,56,20401245,311,1596608,56515077441
HyperLogLog,7,1,20,18270394,503,149,3364245619344
HyperLogLog,7,2,36,19236058,340,732,3362107296025
HyperLogLog,7,3,56,20109891,266,11718,3321940019161
HyperLogLog,7,4,68,18947457,599,1438232,156899171025
HyperLogLog,7,5,92,20857478,335,1664962,28687890625
HyperLogLog,7,6,108,20220051,316,1664962,28687890625
HyperLogLog,8,1,36,17809240,488,300,3363691717369
HyperLogLog,8,2,68,18756911,321,1471,3359397773956
HyperLogLog,8,3,108,20587429,391,23536,3279000261601
HyperLogLog,8,4,132,19233002,474,1735071,9853738756
HyperLogLog,8,5,176,20632009,425,1813880,418488849
HyperLogLog,8,6,212,20800946,416,1813880,418488849
HyperLogLog,9,1,68,17963349,694,601,3362587717696
HyperLogLog,9,2,132,19277659,600,2948,3353985669321
HyperLogLog,9,3,212,20224368,588,47171,3193962311556
HyperLogLog,9,4,260,19651870,591,1853384,362788209
HyperLogLog,9,5,348,21043661,551,1876410,1770137329
HyperLogLog,9,6,416,20810074,563,1876410,1770137329
HyperLogLog,10,1,132,18327146,1044,1204,3360376595689
HyperLogLog,10,2,260,19382930,794,5902,3343174549225
HyperLogLog,10,3,416,20810019,756,94442,3027234611025
HyperLogLog,10,4,516,19458556,801,1784073,2526469696
HyperLogLog,10,5,688,20728172,681,1789290,2029232209
HyperLogLog,10,6,824,20463350,798,1789290,2029232209
HyperLogLog,11,1,260,18350522,1798,2408,3355963861041
HyperLogLog,11,2,516,21447760,1236,11811,3321601020676
HyperLogLog,11,3,824,21094510,1241,188984,2707186494609
HyperLogLog,11,4,1028,19856833,1261,1805801,814303296
HyperLogLog,11,5,1372,22188813,1356,1807084,742726009
HyperLogLog,11,6,1644,21761487,1223,1807084,742726009
HyperLogLog,12,1,516,18888069,2604,4815,3347150748484
HyperLogLog,12,2,1028,19319529,2222,23629,3278663461264
HyperLogLog,12,3,1644,20816154,2186,377792,2121523337025
HyperLogLog,12,4,2052,19754969,2286,1811029,543262864
HyperLogLog,12,5,2736,21282882,2094,1811421,525143056
HyperLogLog,12,6,3284,20921645,2145,1811421,525143056
HyperLogLog,13,1,1028,18352519,4692,9636,3329533739401
HyperLogLog,13,2,2052,19166615,3851,47264,3193629907329
HyperLogLog,13,3,3284,20493154,3989,732628,1213762720681
HyperLogLog,13,4,4100,19806759,3720,1831416,8532241
HyperLogLog,13,5,5468,22139007,3895,1831505,8020224
HyperLogLog,13,6,6560,20672475,3974,1831505,8020224
HyperLogLog,14,1,2052,18177649,9253,19269,3294471844624
HyperLogLog,14,2,4100,19443384,7625,94536,3026907519601
HyperLogLog,14,3,6560,20868154,7874,1227077,368764707600
HyperLogLog,14,4,8196,19901671,8027,1852605,333719824
HyperLogLog,14,5,10928,20964003,7630,1852626,334487521
HyperLogLog,14,6,13112,21150672,7629,1852626,334487521
HyperLogLog,15,1,4100,18269817,16974,38541,3224883273616
HyperLogLog,15,2,8196,19597288,14557,189078,2706877177081
HyperLogLog,15,3,13112,21347215,14945,1606564,51880539529
HyperLogLog,15,4,16388,19940896,15304,1847000,160351569
HyperLogLog,15,5,21852,21137424,14773,1847006,160503561
HyperLogLog,15,6,26220,21203700,14811,1847006,160503561
HyperLogLog,16,1,8196,18607781,33537,77087,3087927562500
HyperLogLog,16,2,16388,19883452,28999,377788,2121534989401
HyperLogLog,16,3,26220,22642151,29986,1771926,3895132921
HyperLogLog,16,4,32772,21429133,30527,1843910,91642329
HyperLogLog,16,5,43696,22757946,29127,1843912,91680625
HyperLogLog,16,6,52436,22819291,30166,1843912,91680625
HashSet,0,0,18874416,82314467,50,1834337,0
HyperLogLog,4,1,8,49577010,589,18,11085170713600
HyperLogLog,4,2,8,46384272,349,86,11084717914384
HyperLogLog,4,3,12,48250786,382,1378,11076116486400
HyperLogLog,4,4,12,45572535,318,352845,8860224951769
HyperLogLog,4,5,16,55872144,363,2913823,172752453225
HyperLogLog,4,6,20,53674095,372,2913823,172752453225
HyperLogLog,5,1,8,49396766,659,36,11085050854084
HyperLogLog,5,2,12,51879467,402,178,11084105318400
HyperLogLog,5,3,20,54426105,487,2854,11066294172816
HyperLogLog,5,4,20,49236690,358,730857,6752727157201
HyperLogLog,5,5,28,46975475,429,3723373,155169027225
HyperLogLog,5,6,32,42052987,250,3728010,158843696704
HyperLogLog,6,1,12,37816535,510,74,11084797819456
HyperLogLog,6,2,20,39161811,432,363,11082873519025
HyperLogLog,6,3,32,41472379,390,5808,11046649322500
HyperLogLog,6,4,36,38537876,513,1441823,3563165893225
HyperLogLog,6,5,48,41806132,329,3920350,349153355664
HyperLogLog,6,6,56,42086354,641,3920350,349153355664
HyperLogLog,7,1,20,37699620,788,149,11084298417481
HyperLogLog,7,2,36,38366896,376,732,11080416783076
HyperLogLog,7,3,56,40867268,345,11718,11007398707600
HyperLogLog,7,4,68,38890261,357,2493558,698728810000
HyperLogLog,7,5,92,42720620,660,3829309,249851022201
HyperLogLog,7,6,108,41491832,392,3829309,249851022201
HyperLogLog,8,1,36,36477324,956,300,11083292988964
HyperLogLog,8,2,68,38299548,399,1471,11075497472169
HyperLogLog,8,3,108,41503222,427,23536,10929120270084
HyperLogLog,8,4,132,37804256,411,3220205,11936218009
HyperLogLog,8,5,176,40134824,426,3694490,133248361024
HyperLogLog,8,6,212,40699275,365,3694421,133197991369
HyperLogLog,9,1,68,36893047,728,601,11081288926449
HyperLogLog,9,2,132,37720046,727,2948,11065668780100
HyperLogLog,9,3,212,41339567,571,47171,10773407950369
HyperLogLog,9,4,260,38383859,782,3438759,11946708601
HyperLogLog,9,5,348,41753998,560,3580068,62805372100
HyperLogLog,9,6,416,41077739,596,3580068,62805372100
HyperLogLog,10,1,132,36380793,1040,1204,11077274688516
HyperLogLog,10,2,260,38527398,800,5902,11046024485136
HyperLogLog,10,3,416,40737515,718,94442,10465328520256
HyperLogLog,10,4,516,39003387,743,3415782,7451832976
HyperLogLog,10,5,688,41672999,740,3452355,15103672609
HyperLogLog,10,6,824,41404180,814,3452355,15103672609
HyperLogLog,11,1,260,37201832,1510,2408,11069261702500
HyperLogLog,11,2,516,39201939,1245,11811,11006781616609
HyperLogLog,11,3,824,41811700,1265,188984,9862576944676
HyperLogLog,11,4,1028,39232708,1321,3328490,937024
HyperLogLog,11,5,1372,41480908,1245,3336641,51595489
HyperLogLog,11,6,1644,41465389,1167,3336641,51595489
HyperLogLog,12,1,516,36733146,2486,4815,11053251077449
HyperLogLog,12,2,1028,38010742,2124,23629,10928505377241
HyperLogLog,12,3,1644,41124006,2153,378069,8710697029321
HyperLogLog,12,4,2052,38394535,2187,3327243,4906225
HyperLogLog,12,5,2736,41335043,2109,3329327,17161
HyperLogLog,12,6,3284,40854441,2089,3329327,17161
HyperLogLog,13,1,1028,35876767,4557,9636,11021218111684
HyperLogLog,13,2,2052,37981352,3821,47264,10772797453636
HyperLogLog,13,3,3284,40693990,4194,755592,6624786185956
HyperLogLog,13,4,4100,38365543,3795,3377300,2288856964
HyperLogLog,13,5,5468,40041210,3942,3377779,2334919041
HyperLogLog,13,6,6560,40494765,3960,3377779,2334919041
HyperLogLog,14,1,2052,35744003,8736,19269,10957351215721
HyperLogLog,14,2,4100,37744344,7428,94536,10464720346084
HyperLogLog,14,3,6560,40329098,7703,1449581,3533937535129
HyperLogLog,14,4,8196,38188812,7807,3349567,404371881
HyperLogLog,14,5,10928,40487988,7372,3349676,408767524
HyperLogLog,14,6,13112,41613133,7575,3349676,408767524
HyperLogLog,15,1,4100,36743938,17386,38541,10830134700889
HyperLogLog,15,2,8196,39227263,15014,189078,9861986544400
HyperLogLog,15,3,13112,41884068,15144,2346528,966151384900
HyperLogLog,15,4,16388,39313426,15417,3350159,428531401
HyperLogLog,15,5,21852,41423046,14580,3350187,429691441
HyperLogLog,15,6,26220,41640135,14888,3350187,429691441
HyperLogLog,16,1,8196,36774078,33865,77087,10577917121641
HyperLogLog,16,2,16388,38794240,29020,378162,8710148079616
HyperLogLog,16,3,26220,43493635,29981,2970858,128593960000
HyperLogLog,16,4,32772,41822243,30540,3339265,96177249
HyperLogLog,16,5,43696,44262645,29933,3339273,96334225
HyperLogLog,16,6,52436,44097408,30412,3339273,96334225
HashSet,0,0,37748784,229744776,58,3329458,0
HyperLogLog,4,1,8,43490057,450,18,9804382128025
HyperLogLog,4,2,8,37800646,253,86,9803956290129
HyperLogLog,4,3,12,37013533,228,1378,9795867127225
HyperLogLog,4,4,12,35379675,284,352845,7719328743424
HyperLogLog,4,5,16,40320436,301,3744187,375737124676
HyperLogLog,4,6,20,37662967,281,3724887,352448818276
HyperLogLog,5,1,8,34933996,459,36,9804269405329
HyperLogLog,5,2,12,35961621,301,178,9803380171225
HyperLogLog,5,3,20,39693103,329,2854,9786630032881
HyperLogLog,5,4,20,35584057,287,730857,5761708926736
HyperLogLog,5,5,28,38756312,294,2923430,43173775089
HyperLogLog,5,6,32,37606572,229,2920577,44367524496
HyperLogLog,6,1,12,37911289,544,74,9804031437321
HyperLogLog,6,2,20,36731960,341,363,9802221722500
HyperLogLog,6,3,32,38394081,319,5808,9768156414025
HyperLogLog,6,4,36,38216202,622,1359433,3139204368400
HyperLogLog,6,5,48,45792038,357,2639334,241944950641
HyperLogLog,6,6,56,41517141,421,2639334,241944950641
HyperLogLog,7,1,20,41120551,530,149,9803561772096
HyperLogLog,7,2,36,38632453,364,732,9799911291361
HyperLogLog,7,3,56,43960490,392,11718,9731249055025
HyperLogLog,7,4,68,38628025,359,2145295,972034302724
HyperLogLog,7,5,92,38844022,364,2906055,50696124964
HyperLogLog,7,6,108,37472709,310,2906055,50696124964
HyperLogLog,8,1,36,33620064,916,300,9802616213569
HyperLogLog,8,2,68,35081166,397,1471,9795284986564
HyperLogLog,8,3,108,39200479,483,23536,9657656336329
HyperLogLog,8,4,132,35048550,443,2769261,131009250304
HyperLogLog,8,5,176,37492833,416,3098853,1047169600
HyperLogLog,8,6,212,37950678,465,3098805,1050278464
HyperLogLog,9,1,68,34065264,748,601,9800731494544
HyperLogLog,9,2,132,35796436,554,2948,9786041910225
HyperLogLog,9,3,212,37610275,566,47171,9511315057764
HyperLogLog,9,4,260,35539493,851,3083735,2254160484
HyperLogLog,9,5,348,37957618,578,3183595,2743873924
HyperLogLog,9,6,416,37663776,548,3183595,2743873924
HyperLogLog,10,1,132,34099300,1091,1204,9796956340081
HyperLogLog,10,2,260,35655074,737,5902,9767568846721
HyperLogLog,10,3,416,38873030,752,94442,9221978106441
HyperLogLog,10,4,516,35586476,906,3118084,172370641
HyperLogLog,10,5,688,37962311,683,3145269,197571136
HyperLogLog,10,6,824,38372961,835,3145269,197571136
HyperLogLog,11,1,260,34060008,1563,2408,9789420728025
HyperLogLog,11,2,516,36074516,1250,11811,9730668837604
HyperLogLog,11,3,824,38993559,1243,188984,8656711488441
HyperLogLog,11,4,1028,37020855,1293,3080923,2529084100
HyperLogLog,11,5,1372,38733791,1285,3087734,1890423441
HyperLogLog,11,6,1644,38156363,1223,3087734,1890423441
HyperLogLog,12,1,516,34980454,2599,4815,9774364454404
HyperLogLog,12,2,1028,35857269,2126,23629,9657078317056
HyperLogLog,12,3,1644,38218575,2142,378069,7579801884736
HyperLogLog,12,4,2052,36221331,2217,3153964,517608001
HyperLogLog,12,5,2736,38883437,2078,3155582,593848161
HyperLogLog,12,6,3284,37766221,2091,3155582,593848161
